Word,left,center,right
perpetrators,0.978995671018755,0.015362550362072,0.005641778619173156
scientific,0.9109407040950247,0.03874632173382012,0.050312974171155135
educational,0.9009721901814283,0.06796781480323386,0.03105999501533785
variously,0.894237018109461,0.09991049267914615,0.00585248921139273
##elli,0.8936276445389438,0.0793820331407979,0.02699032232025826
dysfunction,0.8868042756120263,0.029697359150902908,0.08349836523707077
concept,0.861354544154727,0.11778256831326324,0.020862887532009704
ottawa,0.8556874937875054,0.1040373543680929,0.04027515184440167
##tch,0.8507706946491989,0.027315138159562574,0.12191416719123857
catalina,0.8506469672601535,0.1441446224822855,0.005208410257560979
outdoors,0.8488922934043635,0.012397673553575414,0.13871003304206111
translations,0.847177581396727,0.12918902820016825,0.02363339040310472
improvements,0.8456773903291611,0.13222291277866732,0.0220996968921715
spurs,0.8420139509356712,0.04687769896984319,0.11110835009448564
##mir,0.8225358453574988,0.12154156448093809,0.05592259016156307
code,0.814759352815876,0.1689480895509772,0.01629255763314686
egyptian,0.8145263396319344,0.17688993959134214,0.008583720776723407
##ern,0.8134082143000966,0.05833134273145473,0.1282604429684488
##dron,0.8126972149595185,0.04929586828772371,0.13800691675275764
suffers,0.81176342741807,0.1114921023722435,0.07674447020968649
torre,0.8102059864361364,0.18843182360853974,0.0013621899553239337
vial,0.8101970341106359,0.16032065826423766,0.02948230762512649
barrier,0.8036597155987576,0.1856184753083521,0.010721809092890337
ea,0.7969613748764973,0.015068193368031455,0.18797043175547123
disasters,0.7872961960785683,0.14356675949437767,0.06913704442705393
jc,0.7808007746194494,0.01139281458967074,0.20780641079087966
louder,0.7802447805155756,0.11631297118956763,0.10344224829485685
maintained,0.7801953400810685,0.0396318622959568,0.18017279762297467
auditorium,0.7734772572861718,0.13688735569964353,0.08963538701418475
##ulf,0.7715965594685299,0.03855230964515585,0.18985113088631417
##gence,0.7695478264812063,0.18923285626697578,0.04121931725181772
designation,0.7650153999001403,0.04714747875983173,0.1878371213400279
bidding,0.7645973832700327,0.12690017891067215,0.10850243781929528
sequel,0.7637691818180053,0.21743904540213163,0.01879177277986292
hut,0.7612343471062791,0.0027051258705044854,0.2360605270232163
slogan,0.7595101707755163,0.2236980270067755,0.016791802217708214
insight,0.7581974719002632,0.12975708560972607,0.11204544249001071
fists,0.7578987388668531,0.1883348590008593,0.05376640213228759
mothers,0.7557664606095149,0.14518474168569212,0.09904879770479301
##sus,0.7504910601350671,0.0676105603128102,0.1818983795521228
brawl,0.7471524018503779,0.20095144466081458,0.0518961534888075
donate,0.7464759275969299,0.21989910434998583,0.033624968053084216
##logic,0.7433425149046106,0.24303959732924427,0.01361788776614526
##neck,0.7402345133101956,0.19956344119607258,0.06020204549373188
fai,0.7397501805812884,0.20560804840485383,0.054641771013857664
seoul,0.7391133161960198,0.0563693148428468,0.20451736896113346
priests,0.7371595330225373,0.18300407116432874,0.0798363958131338
glasses,0.7357818874613965,0.1082357329250114,0.15598237961359213
altering,0.7354774204363119,0.07883822202061243,0.18568435754307558
136,0.7347933624839468,0.16049716856785723,0.10470946894819594
##ics,0.7326204787626655,0.09419349616186914,0.17318602507546532
messenger,0.7297457208707594,0.03761406541769133,0.23264021371154917
fee,0.7286863666461967,0.23467972283569272,0.036633910518110546
communication,0.7286225991905975,0.21389430587326738,0.05748309493613518
backyard,0.726761450681648,0.13470914244323032,0.1385294068751217
